0,0,0,0,0,0,0,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,1394,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,233,0,647,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,1092,0,0,0,0,433,0,0,0,0,0,0,0,0,0,390,0,0,1066,0,208,0,0,0,0,388
0,0,0,744,0,0,0,0,1281,0,0,1646,0,0,0,1733,0,0,0,127,0,0,0,0,0,0,289,516,0,1905,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0,0,530,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,893,0,0,79,0,0,1062,0,0,0,0,0,0
983,0,0,0,0,1120,1979,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,1495,0,317,855,0,0,0,0,0,0,0,0,0,1749,0,0,0,0,0,0,0,1723,0,0,0,0,1342,0,841,92,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,167,0,0,63,0,0,644,0,0,0,0,1748,0,0,0,0,0,0,0,0,0,0,891,1833,0,0,0,0,557
0,0,0,0,543,0,1286,767,0,651,0,0,0,0,0,0,55,0,585,0,0,0,780,0,0,198,0,0,0,0,0,1697,0,0,0,0,0,0,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,639,453,370,0,1150,0,0,0,0,0,1812,0,0,0,0,0,0,0,0,0,0,0,1375,0,887,0,0,1626,0,0,685,0,0,0,0,0,0,1811,0,0,1742,0,90,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1376,0,151,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,1962,0,0,0,1924,0,0,552,1880,0,0,0,0,0,0,0,0,0,0,1649,1224,0,0,0,0,0,170,0,801,1411,0,1994,0,0,0,0,0,0,0,0,0,0,680,0,0,1887,0,770,0,0,0,852,0,0,0,1701,0,0,1128,0,0,0,0,0,0,0,0,1470
0,0,260,0,0,0,0,0,520,417,0,0,0,0,0,0,0,412,0,0,792,1007,0,0,0,243,0,0,1105,907,0,1819,0,0,0,1781,0,0,0,0,892,0,1486,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,0,0,0,591,1270,0,0,0,0,1254,0,386,0,0,0,0,0,0,0,0,0,0
0,1682,0,1853,1033,0,0,0,1477,0,0,0,0,1368,0,1705,0,0,0,0,0,0,1183,0,0,0,633,0,0,0,0,0,0,0,1897,0,0,0,0,384,0,0,0,0,0,0,0,1522,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,74,0,1761,0,0,279,0,383,0,0,0,106,475,0,0,0,637,0,0,474,0,0,1929,0,0,0,0,0,0,0,0,0,0,0,1321,1630,0
0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,299,0,0,0,0,0,0,0,1561,0,0,0,0,1443,0,0,0,0,0,0,1401,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,838,0,1174,0,0,0,0,0,200,0,0,0,0,0,0,912,0,0,1490,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,0,0,0,0,0,0,0
0,348,0,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,0,0,1837,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,0,0,0,0,0,1997,0,0,0,1714,761,0,0,1285
0,0,0,0,0,0,1860,751,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1359,0,0,0,0,0,0,0,0,0,1657,0,0,872,1248,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,1986,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,427,442,0,0,0,0,0,949,0,1323,0,0,0,0,0,0,0,0,0,859,423,0,0
0,0,0,0,0,0,1435,544,0,0,0,0,1901,0,0,193,0,0,0,0,1108,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,641,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,519,0,0,1699,0,1175,0,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,338
0,0,0,0,0,0,0,0,0,1442,1119,0,959,0,0,237,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,581,0,0,822,0,0,0,1502,0,777,0,400,0,0,0,470,0,0,0,1947,0,0,0,0,0,0,0,0,0,0,0,0,531,0,1104,0,0,0,0,0,0,0,0,0,0
0,0,0,624,0,0,1142,0,85,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,1807,0,0,0,0,0,425,0,0,1624,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,0,736,0,0,0,0,0,0,409,0,0,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,163,0,0,0,1958,0,0,0,0,0,0,856
0,0,0,0,128,997,0,0,1315,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,1843,0,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,674,1826,0,0,1528,0,1261,0,0,0,89,0,0,1402,0,729,0,0,931,1162,0,0,0,0,0,0,1213,0,0,0,0,0,1795,0,0,0,0,0,0,447,493,0,0,0,59,0,0,416,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,311,0,0,0,0,0,976,0,0,0,0,0,0,0,226,0,0
0,0,0,0,0,0,0,1205,0,0,0,287,0,1910,572,1727,0,0,1824,0,0,0,0,0,0,1336,0,0,0,1663,0,0,0,0,0,0,0,0,915,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,491,988,0,0,0,0,0,807,0,1548,1750,0,0,599,1952,947,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
